IOT_ID,MESSAGE_TYPE,RECIVED_TIME,ISA,NoPowerOutput,category,description,format,generatorRotationSpeed,hubSpeed,nacelletemperature,pitchAngle,powerGeneration,severity,subject,towerViberation,towerVibration,windSpeed,GENERATED_TIME,MSG_ID
0-6FKQ,ALERT,31-Aug-16,DFS,true,,Low / No Power Output,urn:com:oracle:iot:device:windTurbine_sensor:shortcircuit,,,,,,SIGNIFICANT,,,,,,31-Aug-16
0-6FKQ,ALERT,31-Aug-16,DFS,true,,Low / No Power Output,urn:com:oracle:iot:device:windTurbine_sensor:shortcircuit,,,,,,SIGNIFICANT,,,,,,31-Aug-16
0-6FKQ,ALERT,06-Sep-16,DFS,true,,Low / No Power Output,urn:com:oracle:iot:device:windTurbine_sensor:shortcircuit,,,,,,SIGNIFICANT,,,,,,06-Sep-16
0-6FKQ,ALERT,02-Sep-16,DFS,true,,Low / No Power Output,urn:com:oracle:iot:device:windTurbine_sensor:shortcircuit,,,,,,SIGNIFICANT,,,,,,02-Sep-16
0-6FKQ,DATA,30-Aug-16,DFS,,default,,urn:com:oracle:iot:device:windTurbine_sensor:attributes,1770.9880971924902,17.6569102412013,116.91530640864887,,1717.8584542767155,,Normal,1.4600405971053987,,54.03573381190654,,30-Aug-16
0-6FKQ,DATA,30-Aug-16,DFS,,default,,urn:com:oracle:iot:device:windTurbine_sensor:attributes,1629.0891233405353,16.24216473918779,116.20245759917034,,1580.216449640319,,Normal,1.1343362623360007,,54.92782357672695,,30-Aug-16
0-6FKQ,DATA,30-Aug-16,DFS,,default,,urn:com:oracle:iot:device:windTurbine_sensor:attributes,2000.0,20.044236105965645,115.80704012931218,,1940.0,,Normal,0.7472507370170205,,56.61679518467281,,30-Aug-16
0-6FKQ,DATA,30-Aug-16,DFS,,default,,urn:com:oracle:iot:device:windTurbine_sensor:attributes,1705.1,17.0,115.65090557979546,,1653.947,,Normal,0.7488518231548368,,50.4142592853168,,30-Aug-16
0-6FKQ,DATA,30-Aug-16,DFS,,default,,urn:com:oracle:iot:device:windTurbine_sensor:attributes,1706.9258999970452,26.379669323803306,126.30955213314783,,1655.7181229971338,,Normal,1.9,,56.77035370434169,,30-Aug-16
0-6FKQ,DATA,30-Aug-16,DFS,,default,,urn:com:oracle:iot:device:windTurbine_sensor:attributes,1705.1,17.0,125.79798915917682,,1653.947,,Normal,1.8351165659027173,,54.57324680115562,,30-Aug-16
0-6FKQ,DATA,30-Aug-16,DFS,,default,,urn:com:oracle:iot:device:windTurbine_sensor:attributes,1707.3809235373594,23.543180964114352,135.88183070098137,,1656.1594958312387,,Normal,1.9,,55.77073228545487,,30-Aug-16
0-6FKQ,DATA,30-Aug-16,DFS,,default,,urn:com:oracle:iot:device:windTurbine_sensor:attributes,1705.1,17.0,135.8395684072803,,1653.947,,Normal,1.6878740035230293,,54.98660412442405,,30-Aug-16
0-6FKQ,DATA,30-Aug-16,DFS,,default,,urn:com:oracle:iot:device:windTurbine_sensor:attributes,1706.479420497194,26.40073750732877,119.6110931616439,,1655.2850378822782,,Normal,1.9,,58.32068960822653,,30-Aug-16
0-6FKQ,DATA,30-Aug-16,DFS,,default,,urn:com:oracle:iot:device:windTurbine_sensor:attributes,1705.1,17.0,134.7440898449985,,1653.947,,Normal,1.449051366513595,,53.07749385770876,,30-Aug-16
0-6FKQ,DATA,30-Aug-16,DFS,,default,,urn:com:oracle:iot:device:windTurbine_sensor:attributes,1705.7395595830637,23.840015356116773,129.90952089380642,,1654.5673727955718,,Normal,1.9,,58.267082694219425,,30-Aug-16
0-6FKQ,DATA,30-Aug-16,DFS,,default,,urn:com:oracle:iot:device:windTurbine_sensor:attributes,1705.1,17.0,129.43543337922944,,1653.947,,Normal,1.8219794884556904,,48.95167365844827,,30-Aug-16
0-6FKQ,DATA,30-Aug-16,DFS,,default,,urn:com:oracle:iot:device:windTurbine_sensor:attributes,1893.9479943047795,18.88283144870169,129.1706970360954,,1837.129554475636,,Normal,1.47696566125378,,49.564836339559406,,30-Aug-16
0-6FKQ,DATA,30-Aug-16,DFS,,default,,urn:com:oracle:iot:device:windTurbine_sensor:attributes,1705.1,17.0,128.75821487242445,,1653.947,,Normal,1.0616991832852363,,54.97119879582897,,30-Aug-16
0-6FKQ,DATA,30-Aug-16,DFS,,default,,urn:com:oracle:iot:device:windTurbine_sensor:attributes,2000.0,21.176822471632224,137.8575664090485,,1940.0,,Normal,0.6313399438280611,,58.46968087251298,,30-Aug-16
0-6FKQ,DATA,30-Aug-16,DFS,,default,,urn:com:oracle:iot:device:windTurbine_sensor:attributes,1705.1,17.0,137.33612908958725,,1653.947,,Normal,0.8061241982271894,,51.30306415434461,,30-Aug-16
0-6FKQ,DATA,30-Aug-16,DFS,,default,,urn:com:oracle:iot:device:windTurbine_sensor:attributes,2000.0,21.115616072964556,123.01419228741219,,1940.0,,Normal,0.34620532961562267,,56.15934700414073,,30-Aug-16
0-6FKQ,DATA,30-Aug-16,DFS,,default,,urn:com:oracle:iot:device:windTurbine_sensor:attributes,1705.1,17.0,122.77024992954469,,1653.947,,Normal,0.44913833807222536,,54.19956106401514,,30-Aug-16
0-6FKQ,DATA,30-Aug-16,DFS,,default,,urn:com:oracle:iot:device:windTurbine_sensor:attributes,1594.1851802174494,15.89416929429162,123.10812506830908,,1546.3596248109259,,Normal,1.2264411899726837,,51.72677213093266,,30-Aug-16
0-6FKQ,DATA,30-Aug-16,DFS,,default,,urn:com:oracle:iot:device:windTurbine_sensor:attributes,2000.0,21.28573713938065,132.54002373055658,,1940.0,,Normal,1.0861782564083113,,57.68375058483798,,30-Aug-16
0-6FKQ,DATA,30-Aug-16,DFS,,default,,urn:com:oracle:iot:device:windTurbine_sensor:attributes,1705.1,17.0,132.1567176361113,,1653.947,,Normal,0.8096546284854411,,50.96940029703546,,30-Aug-16
0-6FKQ,DATA,30-Aug-16,DFS,,default,,urn:com:oracle:iot:device:windTurbine_sensor:attributes,2000.0,20.462847839464008,131.90906681840497,,1940.0,,Normal,0.7067102446220814,,55.87675526330713,,30-Aug-16
0-6FKQ,DATA,30-Aug-16,DFS,,default,,urn:com:oracle:iot:device:windTurbine_sensor:attributes,1705.1,17.0,131.40048141532534,,1653.947,,Normal,0.8138082711258903,,47.90412362839561,,30-Aug-16
0-6FKQ,DATA,30-Aug-16,DFS,,default,,urn:com:oracle:iot:device:windTurbine_sensor:attributes,1804.4708588574106,17.9907363794358,131.27564527546335,,1750.3367330916883,,Normal,0.6598694407613948,,54.99543083249591,,30-Aug-16
0-6FKQ,DATA,30-Aug-16,DFS,,default,,urn:com:oracle:iot:device:windTurbine_sensor:attributes,1994.2297711349142,19.882649762062954,131.01883830718901,,1934.4028780008668,,Normal,0.7736845751991495,,62.41522117925342,,30-Aug-16
0-6FKQ,DATA,30-Aug-16,DFS,,default,,urn:com:oracle:iot:device:windTurbine_sensor:attributes,1705.1,17.0,130.65904858660392,,1653.947,,Normal,0.9670690572820604,,50.93063335225452,,30-Aug-16
0-6FKQ,DATA,30-Aug-16,DFS,,default,,urn:com:oracle:iot:device:windTurbine_sensor:attributes,1705.880256941459,22.40639551480139,123.54337693947141,,1654.7038492332151,,Normal,1.9,,57.63756792410277,,30-Aug-16
0-6FKQ,DATA,30-Aug-16,DFS,,default,,urn:com:oracle:iot:device:windTurbine_sensor:attributes,1924.2676432532696,19.185121069324722,131.70968718603666,,1866.5396139556715,,Normal,1.367978504486382,,56.304798702476546,,30-Aug-16
0-6FKQ,DATA,30-Aug-16,DFS,,default,,urn:com:oracle:iot:device:windTurbine_sensor:attributes,1705.1,17.0,131.6095961275086,,1653.947,,Normal,1.062045009783469,,48.38617995206732,,30-Aug-16
0-6FKQ,DATA,30-Aug-16,DFS,,default,,urn:com:oracle:iot:device:windTurbine_sensor:attributes,1715.2833460834263,17.101528874211628,131.5480090576152,,1663.8248457009236,,Normal,0.9857793237082659,,54.478545979363844,,30-Aug-16
0-6FKQ,DATA,30-Aug-16,DFS,,default,,urn:com:oracle:iot:device:windTurbine_sensor:attributes,1716.6393315195282,26.07578346502028,118.00865280681644,,1665.1401515739424,,Normal,1.9,,61.038346542045474,,30-Aug-16
0-6FKQ,DATA,30-Aug-16,DFS,,default,,urn:com:oracle:iot:device:windTurbine_sensor:attributes,1705.1,17.0,117.40748202090506,,1653.947,,Normal,1.4006950763054191,,54.511285705375485,,30-Aug-16
0-6FKQ,DATA,30-Aug-16,DFS,,default,,urn:com:oracle:iot:device:windTurbine_sensor:attributes,1901.7694529321623,18.960812093042495,116.94730702554838,,1844.7163693441973,,Normal,1.2605267850216477,,59.018803485669196,,30-Aug-16
0-6FKQ,DATA,30-Aug-16,DFS,,default,,urn:com:oracle:iot:device:windTurbine_sensor:attributes,1705.1,17.0,116.16483703793523,,1653.947,,Normal,0.8603108754381537,,50.57572447869461,,30-Aug-16
0-6FKQ,DATA,30-Aug-16,DFS,,default,,urn:com:oracle:iot:device:windTurbine_sensor:attributes,2000.0,20.527459067965914,115.92866207015972,,1940.0,,Normal,0.5230862064985558,,55.78381911676843,,30-Aug-16
0-6FKQ,DATA,30-Aug-16,DFS,,default,,urn:com:oracle:iot:device:windTurbine_sensor:attributes,1705.1,17.0,115.36142870401304,,1653.947,,Normal,0.5317326113115995,,48.2288696768228,,30-Aug-16
0-6FKQ,DATA,30-Aug-16,DFS,,default,,urn:com:oracle:iot:device:windTurbine_sensor:attributes,1851.3385730251066,18.45801169516557,138.19160159022044,,1795.7984158343534,,Normal,1.3421069966629147,,51.444388097152114,,30-Aug-16
0-6FKQ,DATA,30-Aug-16,DFS,,default,,urn:com:oracle:iot:device:windTurbine_sensor:attributes,2000.0,20.83588528453756,137.58548890555554,,1940.0,,Normal,0.911888499255292,,58.11048680159729,,30-Aug-16
0-6FKQ,DATA,30-Aug-16,DFS,,default,,urn:com:oracle:iot:device:windTurbine_sensor:attributes,1705.1,17.0,137.44742056637347,,1653.947,,Normal,0.8328509484184905,,48.562773094163276,,30-Aug-16
0-6FKQ,DATA,30-Aug-16,DFS,,default,,urn:com:oracle:iot:device:windTurbine_sensor:attributes,1878.2170605403116,18.725992627520554,137.30979714370113,,1821.8705487241023,,Normal,0.4759467618772759,,53.45997341617476,,30-Aug-16
0-6FKQ,DATA,30-Aug-16,DFS,,default,,urn:com:oracle:iot:device:windTurbine_sensor:attributes,1705.1,17.0,136.59840844900828,,1653.947,,Normal,0.521567550045438,,54.31032311578747,,30-Aug-16
0-6FKQ,DATA,30-Aug-16,DFS,,default,,urn:com:oracle:iot:device:windTurbine_sensor:attributes,1706.0683754504696,26.64062002612853,128.8934226397032,,1654.8863241869556,,Normal,1.9,,58.82817879144568,,30-Aug-16
0-6FKQ,DATA,30-Aug-16,DFS,,default,,urn:com:oracle:iot:device:windTurbine_sensor:attributes,1705.1,17.0,128.06476626976655,,1653.947,,Normal,1.45452512728516,,48.76502396655269,,30-Aug-16
0-6FKQ,DATA,30-Aug-16,DFS,,default,,urn:com:oracle:iot:device:windTurbine_sensor:attributes,1781.010288269827,17.756832385541646,127.61707436764893,,1727.5799796217323,,Normal,1.3983563923742621,,51.79676880361512,,30-Aug-16
0-6FKQ,DATA,30-Aug-16,DFS,,default,,urn:com:oracle:iot:device:windTurbine_sensor:attributes,1793.6357266447105,17.882709139030016,127.24137712600542,,1739.8266548453691,,Normal,1.0387216459261253,,55.645340293995105,,30-Aug-16
0-6FKQ,DATA,30-Aug-16,DFS,,default,,urn:com:oracle:iot:device:windTurbine_sensor:attributes,1705.1,17.0,118.85793459595176,,1653.947,,Normal,1.6769056488759815,,49.000265967915766,,30-Aug-16
0-6FKQ,DATA,30-Aug-16,DFS,,default,,urn:com:oracle:iot:device:windTurbine_sensor:attributes,1705.1310105558614,25.429303924113306,119.7423211912354,,1653.9770802391854,,Normal,1.9,,55.238941862480715,,30-Aug-16
0-6FKQ,DATA,30-Aug-16,DFS,,default,,urn:com:oracle:iot:device:windTurbine_sensor:attributes,1705.1,17.0,119.41341825795449,,1653.947,,Normal,1.7590892169158905,,47.63548358983826,,30-Aug-16
0-6FKQ,DATA,30-Aug-16,DFS,,default,,urn:com:oracle:iot:device:windTurbine_sensor:attributes,1713.2874090452376,17.081629202843846,118.89770980966284,,1661.8887867738804,,Normal,1.618109741108492,,51.14711277070455,,30-Aug-16
0-6FKQ,DATA,30-Aug-16,DFS,,default,,urn:com:oracle:iot:device:windTurbine_sensor:attributes,1715.153330316365,22.681012280707932,119.36739067671913,,1663.6987304068741,,Normal,1.9,,56.33324489288498,,30-Aug-16
0-6FKQ,DATA,30-Aug-16,DFS,,default,,urn:com:oracle:iot:device:windTurbine_sensor:attributes,1705.1,17.0,118.57714225316046,,1653.947,,Normal,1.42074682561215,,48.316952537279576,,30-Aug-16
0-6FKQ,DATA,30-Aug-16,DFS,,default,,urn:com:oracle:iot:device:windTurbine_sensor:attributes,1725.6916228619384,17.205300327636476,117.9906615910612,,1673.9208741760801,,Normal,1.1012854202184825,,54.35024751583114,,30-Aug-16
0-6FKQ,DATA,30-Aug-16,DFS,,default,,urn:com:oracle:iot:device:windTurbine_sensor:attributes,1872.32287533005,18.66722707208425,117.17869669377475,,1816.1531890701485,,Normal,0.8509563772007822,,60.402253022184595,,30-Aug-16
0-6FKQ,DATA,30-Aug-16,DFS,,default,,urn:com:oracle:iot:device:windTurbine_sensor:attributes,1705.1,17.0,116.42159175919738,,1653.947,,Normal,0.4692313818726688,,54.63078226079233,,30-Aug-16
0-6FKQ,DATA,30-Aug-16,DFS,,default,,urn:com:oracle:iot:device:windTurbine_sensor:attributes,1939.4705299579211,19.3366952139374,122.09860533702941,,1881.2864140591835,,Normal,0.4867553770309313,,57.765821918146685,,30-Aug-16
0-6FKQ,DATA,30-Aug-16,DFS,,default,,urn:com:oracle:iot:device:windTurbine_sensor:attributes,1705.1,17.0,121.81165114599335,,1653.947,,Normal,0.7619822308188304,,47.77007564203814,,30-Aug-16
0-6FKQ,DATA,30-Aug-16,DFS,,default,,urn:com:oracle:iot:device:windTurbine_sensor:attributes,1802.6807327621968,17.972888661637057,121.53709090807446,,1748.6003107793308,,Normal,0.9823723674984649,,54.65543229249306,,30-Aug-16
0-6FKQ,DATA,30-Aug-16,DFS,,default,,urn:com:oracle:iot:device:windTurbine_sensor:attributes,1804.0337140593776,22.67429285604013,127.62576617664422,,1749.9127026375963,,Normal,1.9,,61.02379969321191,,30-Aug-16
0-6FKQ,DATA,30-Aug-16,DFS,,default,,urn:com:oracle:iot:device:windTurbine_sensor:attributes,1705.1,17.0,127.28162413140058,,1653.947,,Normal,1.647381010907702,,53.90704875229858,,30-Aug-16
0-6FKQ,DATA,30-Aug-16,DFS,,default,,urn:com:oracle:iot:device:windTurbine_sensor:attributes,1707.2366487202128,24.45518261727485,137.01078860905065,,1656.0195492586063,,Normal,1.9,,59.83914748765528,,30-Aug-16
0-6FKQ,DATA,30-Aug-16,DFS,,default,,urn:com:oracle:iot:device:windTurbine_sensor:attributes,1705.1,17.0,136.2617826259909,,1653.947,,Normal,1.8482520963065325,,53.78158833831549,,30-Aug-16
0-6FKQ,DATA,30-Aug-16,DFS,,default,,urn:com:oracle:iot:device:windTurbine_sensor:attributes,1706.2247252694697,25.76322458839624,125.97016244476899,,1655.0379835113856,,Normal,1.9,,59.034831959870644,,30-Aug-16
0-6FKQ,DATA,30-Aug-16,DFS,,default,,urn:com:oracle:iot:device:windTurbine_sensor:attributes,1705.1,17.0,125.64955776607157,,1653.947,,Normal,1.7633855272782966,,50.8925893047126,,30-Aug-16
0-6FKQ,DATA,30-Aug-16,DFS,,default,,urn:com:oracle:iot:device:windTurbine_sensor:attributes,1705.1,17.0,123.2446255202825,,1653.947,,Normal,1.857898539607413,,47.86935976706445,,30-Aug-16
0-6FKQ,DATA,30-Aug-16,DFS,,default,,urn:com:oracle:iot:device:windTurbine_sensor:attributes,1817.9805416979991,18.125429129591218,122.59895983762203,,1763.441125447059,,Normal,1.8462561594555154,,48.201983796898276,,30-Aug-16
0-6FKQ,DATA,30-Aug-16,DFS,,default,,urn:com:oracle:iot:device:windTurbine_sensor:attributes,1705.1,17.0,122.22340799658654,,1653.947,,Normal,1.7363991664955392,,49.48361407557968,,30-Aug-16
0-6FKQ,DATA,30-Aug-16,DFS,,default,,urn:com:oracle:iot:device:windTurbine_sensor:attributes,1720.1521920829946,17.150071705712808,122.0506267190856,,1668.5476263205046,,Normal,1.2442404736997559,,49.8081021377584,,30-Aug-16
0-6FKQ,DATA,30-Aug-16,DFS,,default,,urn:com:oracle:iot:device:windTurbine_sensor:attributes,1540.28722809279,15.356801875301993,122.03197032372094,,1494.0786112500061,,Normal,0.8259370564250275,,51.136757860076614,,30-Aug-16
0-6FKQ,DATA,30-Aug-16,DFS,,default,,urn:com:oracle:iot:device:windTurbine_sensor:attributes,1654.3606596542338,16.494124223870728,121.72534628824492,,1604.7298398646067,,Normal,0.42306947810575357,,52.747732970747165,,30-Aug-16
0-6FKQ,DATA,30-Aug-16,DFS,,default,,urn:com:oracle:iot:device:windTurbine_sensor:attributes,1654.8813161543192,22.55131135369367,129.35938791179797,,1605.2348766696896,,Normal,1.9,,57.97762527887244,,30-Aug-16
0-6FKQ,DATA,30-Aug-16,DFS,,default,,urn:com:oracle:iot:device:windTurbine_sensor:attributes,1705.1,17.0,129.05465996311978,,1653.947,,Normal,1.8378482541069388,,47.8077950689476,,30-Aug-16
0-6FKQ,DATA,30-Aug-16,DFS,,default,,urn:com:oracle:iot:device:windTurbine_sensor:attributes,1768.112334431424,17.628238628428953,128.33069704257264,,1715.0689643984813,,Normal,1.8270665957592427,,52.373259664746,,30-Aug-16
0-6FKQ,DATA,30-Aug-16,DFS,,default,,urn:com:oracle:iot:device:windTurbine_sensor:attributes,1841.6412185499407,18.36132820089672,114.80200304871045,,1786.3919819934424,,Normal,0.5832583785289898,,52.266168023925275,,30-Aug-16
0-6FKQ,DATA,30-Aug-16,DFS,,default,,urn:com:oracle:iot:device:windTurbine_sensor:attributes,1705.1,17.0,114.07773193140832,,1653.947,,Normal,0.8635887800948694,,52.95870809466578,,30-Aug-16
0-6FKQ,DATA,30-Aug-16,DFS,,default,,urn:com:oracle:iot:device:windTurbine_sensor:attributes,1979.4568840372501,19.735362752116153,113.7954052777781,,1920.0731775161325,,Normal,0.5208749000914394,,58.727453536121175,,30-Aug-16
0-6FKQ,DATA,30-Aug-16,DFS,,default,,urn:com:oracle:iot:device:windTurbine_sensor:attributes,1705.1,17.0,113.47874026132578,,1653.947,,Normal,0.6971401644870638,,54.120790470042266,,30-Aug-16
0-6FKQ,DATA,30-Aug-16,DFS,,default,,urn:com:oracle:iot:device:windTurbine_sensor:attributes,1947.1331922000059,19.413092644067856,112.96884543856613,,1888.7191964340057,,Normal,0.9321604098891839,,55.651777705643326,,30-Aug-16
0-6FKQ,DATA,30-Aug-16,DFS,,default,,urn:com:oracle:iot:device:windTurbine_sensor:attributes,0.0,0.0,0.0,,0.0,,Normal,0.0,,0.0,,30-Aug-16
0-6FKQ,DATA,30-Aug-16,DFS,,default,,urn:com:oracle:iot:device:windTurbine_sensor:attributes,0.0,0.0,81.0,,0.0,,Normal,0.37835473904851824,,6.917995236581191,,30-Aug-16
0-6FKQ,DATA,30-Aug-16,DFS,,default,,urn:com:oracle:iot:device:windTurbine_sensor:attributes,449.93873298253,4.485929541201695,81.42464462740695,,436.44057099305405,,Normal,0.18175111175514758,,13.766177124925889,,30-Aug-16
0-6FKQ,DATA,30-Aug-16,DFS,,default,,urn:com:oracle:iot:device:windTurbine_sensor:attributes,757.8112456789931,7.555446118434628,80.59219963430417,,735.0769083086234,,Normal,0.2708257771795616,,18.087549318443052,,30-Aug-16
0-6FKQ,DATA,30-Aug-16,DFS,,default,,urn:com:oracle:iot:device:windTurbine_sensor:attributes,1729.021297391468,17.23849748147027,127.2041991260663,,1677.1506584697238,,Normal,0.9201082233106717,,49.06646104238462,,30-Aug-16
0-6FKQ,DATA,30-Aug-16,DFS,,default,,urn:com:oracle:iot:device:windTurbine_sensor:attributes,1726.1325992325183,17.209696901620323,126.55814750163535,,1674.3486212555426,,Normal,0.8314830627990886,,53.13885565614328,,30-Aug-16
0-6FKQ,DATA,30-Aug-16,DFS,,default,,urn:com:oracle:iot:device:windTurbine_sensor:attributes,1726.230612906145,26.419037221363823,127.37976553207676,,1674.4436945189607,,Normal,1.9,,59.54982912109699,,30-Aug-16
0-6FKQ,DATA,30-Aug-16,DFS,,default,,urn:com:oracle:iot:device:windTurbine_sensor:attributes,1705.1,17.0,127.17066556924668,,1653.947,,Normal,1.6489632619544863,,52.12829680007417,,30-Aug-16
0-6FKQ,DATA,30-Aug-16,DFS,,default,,urn:com:oracle:iot:device:windTurbine_sensor:attributes,1871.730842294279,18.66132444959401,126.56594290133836,,1815.5789170254507,,Normal,1.63826842114795,,54.24797344196122,,30-Aug-16
0-6FKQ,DATA,30-Aug-16,DFS,,default,,urn:com:oracle:iot:device:windTurbine_sensor:attributes,1872.6467294446238,25.1643332455675,129.7933543241939,,1816.467327561285,,Normal,1.9,,56.35891662968788,,30-Aug-16
0-6FKQ,DATA,30-Aug-16,DFS,,default,,urn:com:oracle:iot:device:windTurbine_sensor:attributes,1705.1,17.0,129.0648611602264,,1653.947,,Normal,1.6015043554129078,,49.00351988559123,,30-Aug-16
0-6FKQ,DATA,30-Aug-16,DFS,,default,,urn:com:oracle:iot:device:windTurbine_sensor:attributes,1832.1383782544085,18.266584030452726,128.31792089933995,,1777.1742269067763,,Normal,1.3955782401375472,,53.524152070167474,,30-Aug-16
0-6FKQ,DATA,30-Aug-16,DFS,,default,,urn:com:oracle:iot:device:windTurbine_sensor:attributes,1834.09936191898,25.979373141240846,136.98368709752955,,1779.0763810614105,,Normal,1.9,,55.23905949899927,,30-Aug-16
0-6FKQ,DATA,30-Aug-16,DFS,,default,,urn:com:oracle:iot:device:windTurbine_sensor:attributes,1909.6331319171413,19.039213678137003,116.30540182620129,,1852.344137959627,,Normal,0.6069900719681753,,58.78846015315503,,30-Aug-16
0-6FKQ,DATA,30-Aug-16,DFS,,default,,urn:com:oracle:iot:device:windTurbine_sensor:attributes,1705.1,17.0,115.49367694852948,,1653.947,,Normal,0.6332943676738068,,51.22124391316902,,30-Aug-16
0-6FKQ,DATA,30-Aug-16,DFS,,default,,urn:com:oracle:iot:device:windTurbine_sensor:attributes,1706.8914689328578,23.402297173596573,117.84042171833154,,1655.6847248648721,,Normal,1.9,,57.83459617581684,,30-Aug-16
0-6FKQ,DATA,30-Aug-16,DFS,,default,,urn:com:oracle:iot:device:windTurbine_sensor:attributes,1705.1,17.0,117.22235105465681,,1653.947,,Normal,1.69534338589292,,54.551751627004705,,30-Aug-16
0-6FKQ,DATA,30-Aug-16,DFS,,default,,urn:com:oracle:iot:device:windTurbine_sensor:attributes,1986.369525445786,19.80428240723615,116.3058977485243,,1926.7784396824122,,Normal,1.5773714195005595,,56.15503532520961,,30-Aug-16
0-6FKQ,DATA,30-Aug-16,DFS,,default,,urn:com:oracle:iot:device:windTurbine_sensor:attributes,1705.1,17.0,115.60413848979675,,1653.947,,Normal,1.507329283026047,,47.884372312691994,,30-Aug-16
0-6FKQ,DATA,30-Aug-16,DFS,,default,,urn:com:oracle:iot:device:windTurbine_sensor:attributes,1833.0841770946915,18.276013729757643,115.51640762391504,,1778.0916517818507,,Normal,1.3708044758299365,,51.357134550926276,,30-Aug-16
0-6FKQ,DATA,30-Aug-16,DFS,,default,,urn:com:oracle:iot:device:windTurbine_sensor:attributes,1835.5673013773164,26.978941683222516,124.88314761346793,,1780.5002823359969,,Normal,1.9,,57.57965365657583,,30-Aug-16
0-6FKQ,DATA,30-Aug-16,DFS,,default,,urn:com:oracle:iot:device:windTurbine_sensor:attributes,1705.1,17.0,124.65936677740775,,1653.947,,Normal,1.5940066608367487,,49.89697531389538,,30-Aug-16
0-6FKQ,DATA,30-Aug-16,DFS,,default,,urn:com:oracle:iot:device:windTurbine_sensor:attributes,1754.8074399438265,17.49558763652868,125.20218617167738,,1702.1632167455116,,Normal,1.2848912416724487,,53.82993351609912,,30-Aug-16
0-6FKQ,DATA,30-Aug-16,DFS,,default,,urn:com:oracle:iot:device:windTurbine_sensor:attributes,1755.0468385139247,23.75752206594053,134.278180896207,,1702.395433358507,,Normal,1.9,,59.64172060659621,,30-Aug-16
0-6FKQ,DATA,30-Aug-16,DFS,,default,,urn:com:oracle:iot:device:windTurbine_sensor:attributes,1705.1,17.0,133.95527482449103,,1653.947,,Normal,1.6841826640069484,,50.24192276352551,,30-Aug-16
0-6FKQ,DATA,30-Aug-16,DFS,,default,,urn:com:oracle:iot:device:windTurbine_sensor:attributes,1841.708590815724,18.361999908431944,133.69129641017375,,1786.4573330912522,,Normal,1.612681692210026,,53.285875056753866,,30-Aug-16
0-6FKQ,DATA,30-Aug-16,DFS,,default,,urn:com:oracle:iot:device:windTurbine_sensor:attributes,1705.1,17.0,133.66250023486523,,1653.947,,Normal,1.3350288049317895,,53.65719973575324,,30-Aug-16
